,id,subtitle,sq_mt_built,n_rooms,n_bathrooms,n_floors,raw_address,buy_price,buy_price_by_area,is_renewal_needed,is_new_development,built_year,is_exterior,has_garden,has_pool,has_terrace,has_balcony,has_parking
230,21512,"San Andrés, Madrid",120.0,3,2.0,0.0,"Calle Antimonio, 7",295000,2458,0,0,2003.0,1,0,0,1,1,1
231,21511,"Los Ángeles, Madrid",82.0,2,2.0,0.0,"Calle Eduardo Barreiros, 128",270000,3293,0,0,0.0,1,0,1,0,0,1
232,21510,"Butarque, Madrid",81.0,3,1.0,0.0,Calle Vicente Carballal,116100,1433,0,0,0.0,1,0,0,0,0,0
233,21509,"Los Rosales, Madrid",103.0,3,2.0,0.0,"Calle María Barrientos, 4",250000,2427,0,0,0.0,1,0,1,0,0,1
235,21507,"San Cristóbal, Madrid",70.0,3,1.0,0.0,burjasot,99000,1414,0,0,0.0,1,0,0,0,0,0
236,21506,"San Cristóbal, Madrid",60.0,3,1.0,0.0,"Calle de Beniferri, 63",74550,1242,1,0,1960.0,0,0,0,0,0,0
238,21504,"Los Rosales, Madrid",95.0,3,1.0,0.0,LEONOR GONGORA,130000,1368,0,0,1985.0,1,0,0,1,1,0
239,21503,"Los Rosales, Madrid",70.0,3,1.0,0.0,"Calle Santa Florencia, 15",120000,1714,1,0,0.0,1,0,0,0,0,0
240,21502,"Los Rosales, Madrid",71.0,3,1.0,0.0,Calle Villajoyosa,149000,2099,0,0,1970.0,1,0,0,0,0,0
241,21501,"Los Rosales, Madrid",70.0,3,1.0,0.0,Calle Villajoyosa,135000,1929,1,0,1969.0,1,0,0,0,0,0
242,21500,"Los Rosales, Madrid",98.0,4,2.0,0.0,Calle Ciudadanía,230000,2347,0,0,1977.0,1,0,0,1,0,0
243,21499,"Los Ángeles, Madrid",55.0,3,1.0,0.0,Calle Arechavaleta,91000,1655,0,0,0.0,1,0,0,0,0,0
244,21498,"Los Rosales, Madrid",115.0,4,1.0,0.0,Calle Platino,184900,1608,0,0,0.0,1,0,0,1,1,0
245,21497,"San Andrés, Madrid",78.0,3,1.0,0.0,"Calle del Bismuto, 1",127000,1628,0,0,0.0,0,0,0,1,0,0
246,21496,"San Cristóbal, Madrid",68.0,3,1.0,0.0,Calle de Rocafort,83900,1234,0,0,0.0,1,0,0,0,0,0
247,21495,"San Andrés, Madrid",120.0,3,1.0,0.0,"Calle de Gregorio Ortiz, 31",180000,1500,0,0,0.0,1,0,1,1,0,1
248,21494,"San Cristóbal, Madrid",64.0,3,1.0,0.0,BENIFERRI,76000,1188,1,0,0.0,1,0,0,0,0,0
249,21493,"Los Ángeles, Madrid",92.0,4,1.0,0.0,"Paseo de Gigantes y Cabezudos, 42",163000,1772,0,0,0.0,1,0,0,0,0,0
250,21492,"Butarque, Madrid",154.0,3,2.0,0.0,"Calle Limonita, 6",280000,1818,0,0,0.0,1,0,1,1,0,1
251,21491,"Los Rosales, Madrid",105.0,3,2.0,0.0,"Azufre, 3",180000,1714,0,0,0.0,1,0,0,1,0,0
254,21488,"Los Rosales, Madrid",53.0,3,1.0,0.0,"Calle del Estroncio, 11",114300,2157,0,0,0.0,0,0,0,1,0,0
259,21483,"Los Rosales, Madrid",53.0,3,1.0,0.0,"Calle del estroncio, 11",114300,2157,0,0,0.0,0,0,0,0,0,0
260,21482,"San Cristóbal, Madrid",68.0,3,1.0,0.0,Calle de Beniferri,88000,1294,0,0,0.0,1,0,0,0,0,0
261,21481,"Los Ángeles, Madrid",75.0,3,1.0,0.0,"Calle el Huésped del Sevillano, Madrid",110000,1467,0,0,0.0,0,0,0,0,0,0
262,21480,"San Andrés, Madrid",83.0,2,1.0,0.0,"Calle Magnesia, 12 , bis",146000,1759,0,0,2003.0,1,0,0,1,1,0
263,21479,"San Andrés, Madrid",95.0,3,1.0,0.0,"Calle del Talco, 85",112000,1179,1,0,0.0,0,0,0,1,0,0
264,21478,"San Cristóbal, Madrid",30.0,1,1.0,0.0,"Calle de Rocafort, 14 j",59000,1967,0,0,1960.0,1,0,0,0,0,0
265,21477,"Butarque, Madrid",53.0,1,1.0,0.0,maricara,146000,2755,0,0,0.0,1,0,1,1,0,1
266,21476,"Butarque, Madrid",125.0,3,3.0,0.0,"Calle Estefanita, 6",275000,2200,0,0,2004.0,1,0,1,1,0,0
269,21473,"San Cristóbal, Madrid",66.0,2,1.0,0.0,Calle de Rocafort,96000,1455,0,0,0.0,1,0,0,0,0,0
270,21472,"San Cristóbal, Madrid",63.0,3,1.0,0.0,"Calle de Benimamet, 6",82000,1302,0,0,1960.0,1,0,0,0,0,0
271,21471,"Los Rosales, Madrid",59.0,2,1.0,0.0,"Calle de Sáhara, 89",126900,2151,0,0,0.0,0,0,0,1,0,0
272,21470,"Villaverde, Madrid",95.0,3,1.0,0.0,Urb. privada,199000,2095,0,0,1966.0,1,0,1,0,0,1
273,21469,"San Andrés, Madrid",65.0,2,1.0,0.0,"COBALTO, 22",232000,3569,0,0,0.0,1,0,0,0,0,1
274,21468,"San Andrés, Madrid",69.0,2,1.0,0.0,"Avenida REAL DE PINTO, 41",240000,3478,0,0,0.0,1,0,1,0,0,0
275,21467,"Los Rosales, Madrid",115.0,4,2.0,0.0,Calle María de Echarri,330000,2870,0,0,0.0,0,0,0,0,0,0
276,21466,"San Andrés, Madrid",60.0,3,1.0,0.0,Calle Villastar,120000,2000,0,0,1960.0,1,0,0,0,0,0
277,21465,"San Andrés, Madrid",90.0,3,2.0,0.0,"transversal sexta, 1",172000,1911,0,0,0.0,1,0,0,0,0,1
278,21464,"Villaverde, Madrid",60.0,3,1.0,0.0,Urb. Calle de Burjasot,82260,1371,0,0,0.0,1,0,0,1,0,0
279,21463,"Los Ángeles, Madrid",65.0,2,1.0,0.0,Calle de la del Manojo de Rosas,109000,1677,0,0,1950.0,1,0,0,0,0,0
280,21462,"Los Ángeles, Madrid",115.0,4,1.0,0.0,"Gigante y Cabezudo, 70",133000,1157,0,0,0.0,1,0,0,1,0,0
281,21461,"San Cristóbal, Madrid",83.0,3,2.0,0.0,Plaza Pinazo,111000,1337,1,0,0.0,1,0,0,0,0,0
282,21460,"San Andrés, Madrid",55.0,2,1.0,0.0,Calle Doctor Pérez Domínguez s/n,110000,2000,0,0,0.0,1,0,0,0,0,0
284,21458,"San Andrés, Madrid",68.0,3,1.0,0.0,Calle José del Pino Jiménez,156000,2294,0,0,0.0,1,0,0,0,0,0
285,21457,"San Andrés, Madrid",89.0,2,2.0,0.0,"Magnesia, 18",228000,2562,0,0,0.0,1,0,0,0,0,0
286,21456,"San Cristóbal, Madrid",61.0,3,1.0,0.0,Calle de Rocafort,89000,1459,0,0,1960.0,1,0,0,0,0,0
287,21455,"Los Ángeles, Madrid",67.0,3,1.0,0.0,Calle la Canción del Olvido,119000,1776,0,0,1960.0,0,0,0,0,0,0
288,21454,"San Cristóbal, Madrid",68.0,3,1.0,0.0,Calle Beniferri,94000,1382,0,0,0.0,1,0,0,0,0,0
289,21453,"Villaverde, Madrid",92.0,3,2.0,0.0,Urb. Los Angeles,175000,1902,0,0,1962.0,1,0,0,1,0,0
291,21451,"Los Rosales, Madrid",63.0,3,1.0,0.0,Sahara,167000,2651,0,0,1966.0,1,0,0,0,0,0
293,21449,"San Andrés, Madrid",63.0,3,1.0,0.0,Calle de los Cacereños,84000,1333,0,0,1968.0,1,0,0,0,0,0
294,21448,"Los Ángeles, Madrid",52.0,2,1.0,0.0,"Calle la Canción del Olvido, 43",101000,1942,1,0,1960.0,0,0,0,0,0,0
295,21447,"Los Rosales, Madrid",125.0,3,2.0,0.0,"Generosidad, 14",210000,1680,0,0,0.0,1,0,0,0,0,1
296,21446,"Butarque, Madrid",125.0,3,3.0,0.0,Calle Estefanita,275000,2200,0,0,2004.0,0,0,1,1,0,0
297,21445,"Los Rosales, Madrid",75.0,3,1.0,0.0,"Calle de Martinez Oviol, 40",131400,1752,0,0,0.0,0,0,0,0,0,0
298,21444,"San Andrés, Madrid",71.0,3,1.0,0.0,"Calle de San Neviano, 1",131400,1851,0,0,0.0,0,0,0,0,0,0
301,21441,"San Andrés, Madrid",95.0,2,2.0,0.0,"Calle Salsipuedes, 25",154500,1626,0,0,2007.0,0,0,0,1,0,0
302,21440,"Butarque, Madrid",61.0,3,1.0,0.0,Calle Concepción de la Oliva,100000,1639,0,0,0.0,1,0,0,0,0,0
303,21439,"San Cristóbal, Madrid",42.0,4,1.0,0.0,"Calle de rocafort, 51",95900,2283,0,0,0.0,0,0,0,0,0,0
304,21438,"Villaverde, Madrid",85.0,3,1.0,0.0,Urb. Platino,154900,1822,0,0,1980.0,1,0,0,1,0,1
305,21437,"Los Ángeles, Madrid",80.0,2,1.0,0.0,Calle Ampuero,115000,1438,0,0,0.0,1,0,0,1,0,0
306,21436,"Los Rosales, Madrid",55.0,2,1.0,0.0,Calle Platino,96000,1745,0,0,1962.0,1,0,0,1,0,0
307,21435,"San Andrés, Madrid",60.0,0,1.0,0.0,"Calle del Grafito, Madrid",85000,1417,0,0,0.0,1,0,0,0,0,0
308,21434,"San Cristóbal, Madrid",60.0,2,1.0,0.0,"Calle de Benimamet, Madrid",95000,1583,0,0,0.0,1,0,0,0,0,0
312,21430,"San Cristóbal, Madrid",82.0,3,1.0,0.0,Calle de Rocafort,83900,1023,0,0,0.0,1,0,0,0,0,0
313,21429,"Los Rosales, Madrid",53.0,2,1.0,0.0,Calle Encarnación Oviol s/n,96000,1811,0,0,0.0,1,0,0,0,0,0
314,21428,"San Andrés, Madrid",69.0,2,1.0,0.0,"Calle del Cobalto, 17",118600,1719,0,0,0.0,0,0,0,0,0,0
315,21427,"Los Rosales, Madrid",58.0,2,1.0,0.0,Calle de Sáhara,118000,2034,0,0,0.0,1,0,0,0,0,0
316,21426,"Los Rosales, Madrid",70.0,2,1.0,0.0,"Calle de Juan José Martínez Seco, 87",202000,2886,0,0,2009.0,1,0,0,1,0,0
317,21425,"Los Rosales, Madrid",47.0,1,1.0,0.0,"Calle de Juan José Martínez Seco, 87",144000,3064,0,0,2009.0,0,0,0,1,0,0
318,21424,"Los Rosales, Madrid",64.0,2,1.0,0.0,Calle Eduardo Minguito,98968,1546,0,0,0.0,0,0,0,0,0,0
319,21423,"Los Rosales, Madrid",50.0,2,1.0,0.0,"Encarnación oviol, 45",105000,2100,0,0,0.0,1,0,0,0,0,0
320,21422,"Butarque, Madrid",103.0,3,2.0,0.0,"Calle de Berrocal, 3",265000,2573,0,0,0.0,1,0,1,1,0,1
321,21421,"Butarque, Madrid",90.0,3,2.0,0.0,"Calle Bario, 20",290000,3222,0,0,0.0,1,0,1,0,0,1
322,21420,"Butarque, Madrid",66.0,2,1.0,0.0,cale concepcion de la oliva,90000,1364,0,0,0.0,1,0,0,0,1,0
323,21419,"San Andrés, Madrid",70.0,2,1.0,0.0,Paseo FERROVIARIOS,75000,1071,0,0,1973.0,1,0,0,0,1,0
324,21418,"San Andrés, Madrid",60.0,2,1.0,0.0,Calle de la Aladierna,125000,2083,0,0,0.0,1,0,0,0,1,0
325,21417,"Butarque, Madrid",101.0,2,2.0,0.0,"Calle Ganados del Salobral, 4",255000,2525,0,0,0.0,1,0,1,0,0,1
326,21416,"San Andrés, Madrid",75.0,3,1.0,0.0,"Calle Villavendimio, 15",117300,1564,0,0,0.0,0,0,0,1,0,0
327,21415,"San Andrés, Madrid",55.0,2,1.0,0.0,Calle de Albino Hernández Lázaro,96600,1756,1,0,1959.0,1,0,0,0,0,0
328,21414,"Los Ángeles, Madrid",77.0,3,1.0,0.0,Calle la Corte del Faraón,119000,1545,0,0,1960.0,1,0,0,1,0,0
329,21413,"Los Rosales, Madrid",56.0,3,1.0,0.0,Calle Villajoyosa,100000,1786,0,0,1967.0,1,0,0,1,0,0
330,21412,"Butarque, Madrid",68.0,3,1.0,0.0,Calle Potasa,97000,1426,0,0,0.0,1,0,0,0,0,0
331,21411,"Los Rosales, Madrid",72.0,3,1.0,0.0,Calle Villajoyosa,95000,1319,1,0,1965.0,1,0,0,1,0,0
332,21410,"San Andrés, Madrid",70.0,3,1.0,0.0,"Calle Acebes, 2",135000,1929,0,0,0.0,1,0,0,1,0,0
333,21409,"Los Rosales, Madrid",75.0,2,2.0,0.0,"Calle del Estroncio, 9",195000,2600,0,0,0.0,1,0,0,0,0,0
334,21408,"San Andrés, Madrid",120.0,3,1.0,0.0,"Calle Doctor Pérez Domínguez, 6",195000,1625,0,0,1970.0,1,0,0,1,0,0
335,21407,"San Andrés, Madrid",91.0,2,2.0,0.0,"Calle Lagunas de Neila, 20",215000,2363,0,0,0.0,1,0,1,0,0,1
336,21406,"San Andrés, Madrid",95.0,2,1.0,0.0,"Calle Emilia Ballester, 13",122000,1284,0,0,1967.0,1,0,0,1,0,0
337,21405,"Los Ángeles, Madrid",61.0,3,1.0,0.0,"Paseo Talleres, 14 , 1ºA",125000,2049,0,0,0.0,1,0,0,0,0,0
338,21404,"Los Rosales, Madrid",73.0,2,1.0,0.0,"Calle Diamante, 68",120000,1644,0,0,0.0,1,0,0,1,0,0
339,21403,"San Andrés, Madrid",66.0,3,1.0,0.0,"Calle Emilia Ballester, 18",93000,1409,1,0,0.0,1,0,0,1,1,0
340,21402,"Los Ángeles, Madrid",68.0,2,1.0,0.0,"Paseo Talleres, 4",125000,1838,0,0,0.0,1,0,0,1,0,0
341,21401,"San Andrés, Madrid",70.0,3,1.0,0.0,Calle de Tordegrillos,104840,1498,0,0,1968.0,1,0,0,1,0,0
342,21400,"San Cristóbal, Madrid",42.0,4,1.0,0.0,"Calle de Rocafort, 51",95900,2283,0,0,0.0,0,0,0,1,0,0
343,21399,"Los Ángeles, Madrid",54.0,3,1.0,0.0,Calle Litos,71000,1315,1,0,0.0,0,0,0,0,0,0
344,21398,"Los Rosales, Madrid",56.0,3,1.0,0.0,Calle Villajoyosa,105000,1875,0,0,1967.0,1,0,0,1,0,0
345,21397,"Los Ángeles, Madrid",100.0,4,1.0,0.0,"Calle de la Alegría de la Huerta, 24",165000,1650,0,0,0.0,1,0,0,1,0,0
346,21396,"Los Ángeles, Madrid",125.0,4,2.0,0.0,Travesía Arechavaleta,173000,1384,0,0,0.0,1,0,0,0,0,0
347,21395,"Los Ángeles, Madrid",54.0,3,1.0,0.0,Calle Litos,71000,1315,1,0,1965.0,1,0,0,0,0,0
348,21394,"San Cristóbal, Madrid",130.0,4,2.0,0.0,Plaza Pinazo,168000,1292,0,0,0.0,1,0,0,0,0,0
349,21393,"Los Ángeles, Madrid",68.0,2,1.0,0.0,Calle Arechavaleta,99900,1469,0,0,0.0,1,0,0,0,0,0
351,21391,"San Andrés, Madrid",75.0,3,1.0,0.0,"Calle Doctor Criado, Madrid, 6",120000,1600,0,0,1974.0,1,0,0,1,0,0
352,21390,"Los Ángeles, Madrid",80.0,2,1.0,0.0,Calle Alcocer,95000,1188,0,0,0.0,1,0,0,0,0,0
353,21389,"San Cristóbal, Madrid",64.0,2,1.0,0.0,"Calle Moncada, 115",110000,1719,0,0,0.0,0,0,0,1,0,0
354,21388,"San Cristóbal, Madrid",69.0,4,1.0,0.0,rocafort,85900,1245,0,0,0.0,1,0,0,1,0,0
355,21387,"Los Rosales, Madrid",115.0,4,1.0,0.0,"Calle Plantino, 25",184900,1608,0,0,0.0,1,0,0,1,1,0
356,21386,"San Cristóbal, Madrid",70.0,3,1.0,0.0,"Calle de Rocafort, 17",142500,2036,0,0,0.0,0,0,0,0,0,0
358,21384,"San Andrés, Madrid",90.0,2,1.0,0.0,"Calle del Arroyo Bueno, 43",140000,1556,0,0,0.0,1,0,0,0,0,0
359,21383,"San Andrés, Madrid",75.0,3,1.0,0.0,"Calle Villavendimio, 15",117300,1564,0,0,0.0,0,0,0,0,0,0
360,21382,"Los Rosales, Madrid",71.0,2,1.0,0.0,"Calle maría martínez oviol, 11",120000,1690,0,0,0.0,1,0,0,1,0,0
361,21381,"San Cristóbal, Madrid",76.0,3,1.0,0.0,"Calle de Paterna, 48",110000,1447,0,0,0.0,1,0,0,1,0,0
362,21380,"San Andrés, Madrid",114.0,4,2.0,0.0,"Calle Huerta de Villaverde, 20",299000,2623,0,0,0.0,1,0,0,1,0,0
363,21379,"San Andrés, Madrid",90.0,3,2.0,0.0,"Calle Transversal Sexta, 2",180000,2000,0,0,0.0,1,0,0,0,1,1
364,21378,"San Cristóbal, Madrid",70.0,3,1.0,0.0,"Plaza Pinazo, 27",85000,1214,1,0,0.0,1,0,0,1,0,0
365,21377,"San Andrés, Madrid",80.0,3,1.0,0.0,"Calle Amadeo Fernández, 2",100000,1250,1,0,0.0,1,0,0,0,0,0
366,21376,"Los Ángeles, Madrid",96.0,4,2.0,0.0,"Calle Pan y Toros, 3",170000,1771,1,0,0.0,1,0,0,1,0,0
367,21375,"Butarque, Madrid",50.0,1,1.0,0.0,"Calle Tántalo, 10",125000,2500,0,0,0.0,1,0,0,0,0,0
368,21374,"Los Rosales, Madrid",85.0,3,2.0,0.0,"Calle Selma Lagerloff, 15",230000,2706,0,0,0.0,1,0,1,1,0,1
369,21373,"Butarque, Madrid",90.0,3,2.0,0.0,"Calle Berrocal, 10",300000,3333,0,0,0.0,1,0,1,0,0,1
370,21372,"San Cristóbal, Madrid",60.0,3,1.0,0.0,"Calle de Beniferri, 12",120000,2000,0,0,0.0,1,0,0,0,0,0
371,21371,"San Andrés, Madrid",90.0,2,2.0,0.0,"Calle Lenguas, 12",240000,2667,0,0,0.0,1,0,1,1,1,1
372,21370,"San Cristóbal, Madrid",60.0,3,1.0,0.0,"Calle de Godella, 227",140000,2333,0,0,0.0,1,0,0,0,0,0
373,21369,"Los Ángeles, Madrid",105.0,3,2.0,0.0,"Calle Pimienta, 4",135000,1286,0,0,0.0,1,0,0,0,0,0
374,21368,"Butarque, Madrid",140.0,3,3.0,0.0,"Calle de Berrocal, 72",340000,2429,1,0,2003.0,1,0,1,1,0,1
375,21367,"San Andrés, Madrid",112.0,3,2.0,0.0,"Calle Emilia Ballester, 48",230000,2054,0,0,1965.0,1,0,0,1,0,0
376,21366,"San Cristóbal, Madrid",60.0,3,1.0,0.0,"Calle de Godella, 219",145000,2417,0,0,0.0,1,0,0,0,0,0
377,21365,"Los Rosales, Madrid",62.0,2,1.0,0.0,"Calle Azufre, 3",142450,2298,1,0,0.0,1,0,0,0,0,0
378,21364,"San Andrés, Madrid",240.0,4,3.0,3.0,"Calle Calamina, 16",580000,2417,0,0,0.0,0,0,0,1,1,1
379,21363,"Los Ángeles, Madrid",81.0,3,1.0,0.0,"Calle Pan y Toros, 10",160000,1975,0,0,0.0,1,0,0,1,0,0
380,21362,"Los Rosales, Madrid",75.0,3,1.0,0.0,"Calle de Juan José Martínez Seco, 11",180000,2400,0,0,0.0,1,0,0,1,0,1
381,21361,"San Andrés, Madrid",72.0,3,1.0,0.0,"Calle Talco, 12",130000,1806,0,0,0.0,1,0,0,1,0,0
382,21360,"Butarque, Madrid",95.0,2,2.0,0.0,"Calle Berrocal, 3",250000,2632,0,0,0.0,1,0,1,0,0,1
383,21359,"San Andrés, Madrid",49.0,1,1.0,0.0,"Calle Lenguas, 22",190000,3878,0,0,0.0,1,0,1,0,0,1
384,21358,"San Andrés, Madrid",90.0,3,1.0,0.0,"Calle Sulfato, 22",169000,1878,0,0,0.0,1,0,1,1,0,0
385,21357,"San Andrés, Madrid",78.0,2,1.0,0.0,"Calle Magnesia, 14",168000,2154,0,0,0.0,1,0,0,1,1,0
386,21356,"San Andrés, Madrid",100.0,3,1.0,0.0,"Calle del Cobalto, 14",210000,2100,0,0,0.0,1,0,0,0,0,0
390,21352,"San Andrés, Madrid",110.0,3,2.0,0.0,"Calle Intermedia Norte, 18",189000,1718,0,0,0.0,1,0,0,0,0,1
391,21351,"Butarque, Madrid",115.0,3,3.0,0.0,"Calle de Berrocal, 64",245000,2130,0,0,0.0,1,0,0,1,0,1
393,21349,"San Cristóbal, Madrid",75.0,3,1.0,0.0,"Calle de Paterna, 17",155000,2067,0,0,0.0,1,0,0,0,0,0
394,21348,"Los Ángeles, Madrid",116.0,4,2.0,0.0,"Travesía Arechavaleta, 2",170000,1466,1,0,1978.0,1,0,0,1,1,0
395,21347,"Butarque, Madrid",48.0,2,1.0,0.0,"Calle Uranio, 9",120000,2500,0,0,2009.0,1,0,0,0,0,0
396,21346,"Los Rosales, Madrid",80.0,3,1.0,0.0,"Calle Turba, 1",125000,1562,1,0,0.0,1,0,0,1,0,0
397,21345,"Butarque, Madrid",81.0,3,1.0,0.0,"Calle Eduardo Maristany, 1",139500,1722,0,0,0.0,1,0,0,0,1,0
398,21344,"Los Ángeles, Madrid",95.0,4,2.0,0.0,"Pan y Toros, 17",198000,2084,1,0,0.0,1,0,0,1,0,0
399,21343,"San Cristóbal, Madrid",60.0,4,1.0,0.0,"Calle de Rocafort, 25",75000,1250,1,0,1960.0,1,0,0,0,0,0
400,21342,"San Andrés, Madrid",50.0,2,1.0,0.0,"Calle Gilena, 9",123000,2460,0,0,0.0,1,0,0,0,1,0
401,21341,"San Andrés, Madrid",50.0,1,1.0,0.0,"Calle Lenguas, 22",148000,2960,0,0,0.0,1,0,1,0,0,1
402,21340,"San Andrés, Madrid",242.0,4,3.0,4.0,Alto Villaverde s/n,380000,1570,0,0,0.0,0,0,0,1,0,1
403,21339,"Los Rosales, Madrid",166.0,3,1.0,0.0,"Calle de Benita López, 24",300000,1807,1,0,0.0,0,0,0,0,0,0
404,21338,"San Andrés, Madrid",50.0,2,1.0,0.0,"Plaza Ágata, 11",140000,2800,0,0,0.0,1,0,0,0,0,0
405,21337,"Los Ángeles, Madrid",94.0,4,1.0,0.0,"Avenida de la Verbena de la Paloma, 10",190000,2021,0,0,0.0,1,0,0,0,0,0
406,21336,"Los Ángeles, Madrid",80.0,3,1.0,0.0,"Calle Manojo de Rosas, 19",150000,1875,0,0,0.0,1,0,0,1,0,0
407,21335,"Los Rosales, Madrid",65.0,2,1.0,0.0,"Calle Villarramiel, 5",110000,1692,0,0,0.0,1,0,0,0,0,0
408,21334,"San Andrés, Madrid",105.0,3,2.0,0.0,"Calle Transversal Sexta, 24",190000,1810,0,0,0.0,1,0,0,0,0,1
409,21333,"Los Ángeles, Madrid",100.0,3,1.0,0.0,"Calle Alegría de la Huerta, 10",142000,1420,0,0,0.0,1,0,0,1,0,0
412,21330,"San Andrés, Madrid",72.0,3,1.0,0.0,"Calle de Juan Peñalver, 8",140000,1944,0,0,0.0,1,0,0,1,0,0
414,21328,"San Andrés, Madrid",106.0,3,1.0,0.0,"Calle Potes, 9",145000,1368,0,0,0.0,1,0,0,1,0,0
415,21327,"Los Ángeles, Madrid",67.0,2,1.0,0.0,"Calle Doña Francisquita, 5",115000,1716,0,0,0.0,1,0,0,0,0,0
416,21326,"San Andrés, Madrid",60.0,2,1.0,0.0,"Calle Huerta de Villaverde, 22",150000,2500,0,0,0.0,1,0,1,0,0,0
417,21325,"Los Rosales, Madrid",71.0,2,1.0,0.0,Calle de Juan José Martínez Seco,202000,2845,0,0,0.0,0,0,0,0,0,0
418,21324,"Los Rosales, Madrid",48.0,1,1.0,0.0,Calle de Juan José Martínez Seco,144000,3000,0,0,0.0,0,0,0,0,0,0
419,21323,"San Andrés, Madrid",60.0,2,1.0,0.0,"Calle Lenguas, 11",120000,2000,0,0,0.0,1,0,0,0,0,0
420,21322,"San Cristóbal, Madrid",60.0,3,1.0,0.0,beniferri,105000,1750,0,0,0.0,1,0,0,0,0,0
421,21321,"Los Ángeles, Madrid",61.0,3,1.0,0.0,Calle alcocer,108000,1770,0,0,0.0,1,0,0,0,0,0
422,21320,"San Andrés, Madrid",115.0,3,1.0,0.0,Calle Potes,147000,1278,0,0,0.0,1,0,0,1,1,0
423,21319,"San Andrés, Madrid",55.0,2,1.0,0.0,Calle Emilia Ballester,95000,1727,0,0,0.0,1,0,0,0,0,0
424,21318,"Los Rosales, Madrid",65.0,3,1.0,0.0,"Calle Villajoyosa, 65",99500,1531,1,0,0.0,1,0,0,0,1,0
425,21317,"San Andrés, Madrid",118.0,3,2.0,0.0,"Calle Transversal Sexta, 1",179000,1517,0,0,0.0,1,0,0,0,0,1
426,21316,"Los Rosales, Madrid",54.0,3,1.0,0.0,Calle de Juan José Martínez Seco,91958,1703,0,0,0.0,0,0,0,0,0,0
427,21315,"San Andrés, Madrid",80.0,3,1.0,0.0,"Calle Parvillas Altas, 15",100000,1250,1,0,0.0,1,0,0,0,1,0
428,21314,"Butarque, Madrid",147.0,4,2.0,0.0,"Calle de Berrocal, 12",340000,2313,0,0,2003.0,1,0,1,1,0,1
429,21313,"Los Rosales, Madrid",81.0,3,1.0,0.0,"Calle Eduardo Maristany, 1",139500,1722,0,0,0.0,1,0,0,1,1,0
430,21312,"Los Ángeles, Madrid",108.0,4,2.0,0.0,"huesped del sevillano, 21",156000,1444,0,0,0.0,1,0,0,0,0,0
431,21311,"Los Rosales, Madrid",133.0,4,2.0,0.0,"Calle María de Echarri, 1",280000,2105,0,0,0.0,1,0,1,0,1,1
432,21310,"San Cristóbal, Madrid",90.0,3,2.0,0.0,"Calle de Godella, 100",139000,1544,0,0,2008.0,1,0,0,0,0,0
433,21309,"San Cristóbal, Madrid",63.0,2,1.0,0.0,"Calle Moncada, 109",102000,1619,1,0,1962.0,1,0,0,0,0,0
434,21308,"San Andrés, Madrid",95.0,2,1.0,0.0,Calle Salsipuedes,154500,1626,0,0,0.0,0,0,0,0,0,0
435,21307,"San Cristóbal, Madrid",76.0,2,1.0,0.0,Calle de Paterna,109492,1441,0,0,0.0,0,0,0,0,0,0
436,21306,"San Andrés, Madrid",115.0,3,1.0,0.0,"Calle Potes, 5",148000,1287,0,0,0.0,1,0,0,1,1,0
437,21305,"San Cristóbal, Madrid",70.0,3,1.0,0.0,"Calle de Benimamet, 68",95000,1357,0,0,0.0,1,0,0,0,0,0
438,21304,"San Cristóbal, Madrid",71.0,3,1.0,0.0,"Calle de Rocafort, 16",100000,1408,0,0,0.0,1,0,0,0,0,0
439,21303,"San Cristóbal, Madrid",70.0,3,1.0,0.0,"Calle de Godella, 160",97000,1386,0,0,0.0,1,0,0,0,0,0
440,21302,"Los Rosales, Madrid",100.0,3,2.0,0.0,"Calle de la Unanimidad, 51",179000,1790,0,0,0.0,1,0,0,1,0,0
441,21301,"San Cristóbal, Madrid",63.0,3,1.0,0.0,"Calle Moncada, 107",119000,1889,0,0,0.0,1,0,0,0,0,0
442,21300,"San Andrés, Madrid",60.0,2,1.0,0.0,"Calle Manola y Rosario, 1",95000,1583,0,0,0.0,1,0,0,1,0,0
443,21299,"Los Ángeles, Madrid",105.0,3,2.0,0.0,"Calle Anoeta, 26",260000,2476,0,0,0.0,1,0,0,1,0,0
444,21298,"San Andrés, Madrid",93.0,2,2.0,0.0,"Calle Huerta de Villaverde, 1",210000,2258,0,0,0.0,1,0,0,0,0,1
445,21297,"Butarque, Madrid",80.0,2,2.0,0.0,"Calle Uranio, 20",250000,3125,0,0,0.0,1,0,1,0,0,1
446,21296,"Los Ángeles, Madrid",54.0,2,1.0,0.0,"Calle Doña Francisquita, 3",148000,2741,0,0,0.0,1,0,0,0,0,0
448,21294,"San Cristóbal, Madrid",68.0,3,1.0,0.0,Calle Moncada,88000,1294,1,0,0.0,1,0,0,0,0,0
450,21292,"Villaverde, Madrid",100.0,3,2.0,0.0,Urb. pryconsa,299995,3000,0,0,0.0,1,0,1,1,0,1
451,21291,"San Andrés, Madrid",62.0,2,2.0,0.0,Calle del Talco,148000,2387,0,0,1969.0,1,0,0,0,0,0
453,21289,"San Andrés, Madrid",83.0,3,1.0,0.0,Paseo de Alberto Palacios,155000,1867,0,0,1964.0,1,0,0,1,0,0
